,MosqueName,MosqueAddress
13,Salle de prière foyer,Foyer Jean Stauffer JARVILLE - 54000 NANCY
14,Mosquée El Rahma,"8, place Robert Laverny - 54000 NANCY"
15,Salle de prière,Bd Bocteaux Rouabay - 54000 NANCY
16,Mosquée de Vandoeuvre,Ancienne Mairie - 54000 NANCY
17,Mosquée EL-Fath,"5, place Ambroise Thomas - 54350 MONT SAINT MARTIN"
18,Mosquée,"1, rue de la Seille - 54320 MAXEVILLE"
19,Mosquée,"4, rue de l'Hôpital - 54300 LUNEVILLE"
20,Mosquée SALIMIYIE,"44, rue de Viller - 54300 LUNEVILLE"
21,Mosquée ET-TAWHID,"36, rue Pasteur - 54400 LONGWY"
22,Mosquée EL-FATH,"30, rue Lucien Galtier - 54410 LANEUVEVILLE DEVANT NANCY"
23,Mosquée,"5, rue du Châtillon - 54460 LIVERDUN"
24,Mosquée,"8, rue d'Arly - 54240 JOEUF"
25,Mosquée,"118, avenue du 69ème R.I - 54270 ESSEY LES NANCY"
26,Mosquée En-Nour,"62, rue de Metz - 54800 JARNY"
27,Mosquée El Fath,11 Avenue des Acacias - 54500 VANDOEUVRE-LÈS-NANCY
28,Salle de prière,10 Rue du Général Frére - 54500 VANDOEUVRE-LÈS-NANCY
29,Al Ehsan (Association des musulmans de Lorraine),1 Rue Jean Lamour - 54500 VANDOEUVRE-LÈS-NANCY
30,Mosquée Association Musulman,2 Rue Verdun - 54200 TOUL
31,Salle de prière,Bd Albert Camus  - 54100 NANCY
32,Mosquée EL Radiri,73 Rue St Nicolas - 54100 NANCY
33,Salle de prière foyer,33-39 Rue Phalsbourg  - 54100 NANCY
34,Salle de prière,16 Rue Jean Philipe Rameau Jarville - 54100 NANCY
35,Mosquée Annour,Rue Sainte-Anne - 54000 NANCY
0,Mosquée,"30, rue des Bateliers - 55100 VERDUN"
1,Mosquée,"7, rue du Colonel Lebel - 55300 SAINT MIHIEL"
2,Mosquée,"50, avenue de Strasbourg - 55500 LIGNY EN BARROIS"
3,Mosquée,"12, rue Sainte-Lorette - 55800 REVIGNY SUR ORNAIN"
4,Mosquée Arrahma,Rue des Bergeronnettes - 55500 LIGNY EN BARROIS
5,Salle De Prière,Place de la Corvée - 55130 GONDRECOURT LE CHATEAU
6,Mosquée,"24, place Charles De Gaulles - 55200 COMMERCY"
7,Mosquée,"20, rue Cygne - 55000 BAR LE DUC"
8,Mosquée Association Culturelle,"37, Rue SAINT Mihiel - 55000 BAR LE DUC"
9,Mosquée Arrahma  ,Rue des Bergeronnettes  - 55500 LIGNY EN BARROIS  
10,Mosquée de Ligny,"50, rue de Strasbourg - 55500 LIGNY EN BARROIS"
11,Mosquée de Verdun,30 rue des Bateliers  - 55100 VERDUN
12,Mosquée Saint Mihel,7 rue du Colonel Lebel - 55300 SAINT MIHEL
13,Mosquée de Revigny,12 rue Sainte-Lorette - 55800 REVIGNY-SUR-ORNAIN
14,Mosquée de Commercy,"24, place Charles De Gaulles  - 55200 COMMERCY"
15,Mosquée de Gondrecourt le Chateau,Place de la Corvée - 55130 GONDRECOURT LE CHATEAU
16,Mosquée Turque,20 rue du Cygne - 55000 BAR LE DUC
17,Mosquée & Association culturelle,37 Rue St Mihiel   - 55000 BAR LE DUC
18,Mosquée Arrahma,Rue des Bergeronnettes  - 55500 LIGNY EN BARROIS
0,Amitié,76 rue du Général Metman - 57070 METZ
1,Mosquée Fatih,16 Rampe Belle-Croix - 57070 METZ
2,Mosqué El-Hijra,Rue Molière - 57450 FARÉBERSVILLER
3,Mosquée ACLFM,9 rue jean baptiste barth - 57200 SARREGUEMINES
4,Mosquée An-Nour,"13, rue de Sarrguemines - 57400 SARREBOURG"
5,Mosquée Al Fath,"12, rue d'Alsace - 57400 SARREBOURG"
6,Mosquée de Yutz,"25, Rue Du Vieux Bourg - 57970 YUTZ"
7,Mosquée Al Hijra,"30,rue de Pontpierre - 57380 FAULQUEMONT"
8,Mosquée de Maizières-lès-Metz,ECOLE MATERNELLE LA FALOUCHE - 57210 MAIZIÈRES-LÈS-METZ
9,Mosquée de Yutz,"Garage 27, 11 rue de Bretagne - 57110 YUTZ"
10,Mosquée de Woippy,47 Avenue de Thionville - 57140 WOIPPY
11,Mosquée de Thionville,13 Rue Sainte-Barbe - 57100 THIONVILLE
12,Mosquée Alkabir de Forbach,208 Rue Nationale - 57600 FORBACH
13,Mosquée,"50, rue Ferdinand Sechehaye - 57140 WOIPPY"
14,Mosquée,"85, route deThionville - 57120 VITRY SUR ORNE"
15,Mosquée,"6, route de Rosselle - 57350 STIRING WENDEL"
16,Mosquée,"3, rue de la Cité - 57200 SARREGUEMINES"
17,Mosquée,"3, rue Jacque Roth - 57200 SARREGUEMINES"
18,Mosquée,"40, Passage des Poilus - 57500 SAINT AVOLD"
19,Mosquée," 11, rue du Commandant Charcot - 57500 SAINT AVOLD"
20,Mosquée,"66, rue de la carrière - 57500 SAINT AVOLD"
21,Mosquée,"14, rue des Américains - 57500 SAINT AVOLD"
22,Mosquée,Place Leclerc - 57250 MOYEUVRE GRANDE
23,Mosquée,"12, rue des Poilus - 57340 MORHANGE"
24,Mosquée,"12 bis, rue du Petit Champet - 57000 METZ"
25,Mosquée,"30, rue du Général Delestraint - 57000 METZ"
26,Mosquée A.C.I,Rue Ferdimoud - 57000 METZ
27,Mosquée,"80, rue saint-Pierre - 57000 METZ"
28,Mosquée,"6, rue des Peupliers - 57470 HOMBOURG HAUT"
29,Mosquée,"157, rue de Verdun - 57700 HAYANGE"
30,Mosquée,"1, impasse des Pinsons - 57800 FREYMING MERLEBACH"
31,Mosquée,"17, Impasse des Eglantiers - 57600 FORBACH"
32,Mosquée,"1, rue sainte croix - 57600 FORBACH"
33,Mosquée AN-NASR,"1, impasse Châteaubriand - 57600 FORBACH"
34,Mosquée,"57, Rue de Grenoble - 57600 FORBACH"
35,Mosquée,"55, rue des Romains - 57190 FLORANGE"
36,Mosquée EL-Houda,"13, rue de la Forêt - 57730 FOLSCHVILLER"
37,Mosquée,"68, rue Nationale - 57190 FLORANGE"
38,Mosquée,"4, rue Emile Houpert - 57380 FAULQUEMONT"
39,Mosquée AL Khadir,"2, rue de Franche-Comté - 57290 FAMECK"
40,Mosquée de Fameck,02 rue de Franche Comté - 57290 FAMECK
41,Mosquée,"102, rue de Carling - 57150 CREUTZWALD"
42,Mosquée,"24, rue des Petites Vosges - 57460 BEHREN LES FORBACH"
43,Mosquée,"1, Cité Saint-Charles - 57320 BOUZONVILLE"
44,Mosquée,"60, rue de la République - 57320 BOUZONVILLE"
45,Mosquée,"4, square Robert Schumann - 57320 BOUZONVILLE"
46,Mosquée,"5, rue Saint-Augustin - 57230 BITCHE"
47,Mosquée,"2, Raymond Point Carré - 57230 BITCHE"
48,Mosquée Al Khadir,Rue du Général Henri  - 57290 FAMECK
49,Mosquée Assahaba,14 Route de Vitry - 57280 UCKANGE
50,Salle de prière turque,65 Rue du Général Metman - 57070 METZ
51,Mosquée ulu camii,Rue Périgot - 57050 METZ
52,Salle de prière,18 Rue du Tombois - 57000 METZ
53,Mosquée As Salam,34 Rue de la Basse Seille - 57000 METZ
0,La grande mosquée d'Épinal,"17, Avenue de Saint Dié - 88000 EPINAL"
1,Mosquée Al-Madina Al-Mounawara ,6 Rue Emile Zola - 88000 EPINAL
2,Mosquée,Chemin des Quatres Feignes - 88400 GERARDMER
3,Mosquée At-Tawbah,71 Route d'Outrancourt - 88140 CONTREXEVILLE
4,Mosquée Bleu,"34, rue de L'Estrey - 88440 NOMEXY"
5,Association Culturelle Musulmane des Vosges (ACMV),6 Rue de la Godelle - 88390 UXEGNEY
6,Mosquée,"17, rue des Grands Moulins - 88200 SAINT ETIENNE LES REMIREMONT"
7,Mosquée,"3, avenue de Verdun - 88100 SAINT DIE"
8,Mosquée,"28, rue du Dixième - 88100 SAINT DIE"
9,Mosquée,"31, Faubourg d'Epinal - 88200 REMIREMONT"
10,Mosquée,11 Novembre - 88700 RAMBERVILLERS
11,Mosquée,"6, rue d'Alsace - 88110 RAON L ETAPE"
12,Mosquée,rue des Violoncelles - 88500 MIRECOURT
13,Mosquée,"2, rue des Contrebasses - 88500 MIRECOURT"
14,Mosquée,"23, avenue de Verdun - 88160 LE THILLOT"
15,Mosquée,"24 bis, rue des Villes Jumelées - 88000 EPINAL"
16,Mosquée,"17, avenue de Saint-Dié - 88000 EPINAL"
17,Mosquée,"27, rue d'Alsace - 88460 DOCELLES"
18,Mosquée,"13, rue Verdun - 88600 BRUYERES"
0,Salle de priére Mirepoix,"81 Avenue Victor Hugo, Mirepoix, Midi-Pyrénées, France - 09500 MIREPOIX"
1,Mosquée de Pamiers,Impasse du Femouras - 09100 PAMIERS
2,Mosquée De Lavelanet,"76, rue Pasteur - 09300 LAVELANET"
3,Mosquée Nasr,"9 bis, rue des Rentiers - 09400 TARASCON SUR ARIEGE"
4,Mosquée De Saint Girons,"5, impasse du casino - 09200 SAINT GIRONS"
5,Mosquée De Pamiers,"27, rue des Quatre Sergents de la Rochelle - 09100 PAMIERS"
6,Mosquée De Mirepoix,"35, rue des Pénitants Blancs - 09500 MIREPOIX"
7,Mosquée Abou Bakr,"33 bis, rue Sébilé - 09300 LAVELANET"
8,Mosquée De Foix,"23, rue des Rival - 09000 FOIX"
9,Mosquée d'Auzat,"23, rue des Isards - 09220 AUZAT"
0,Mosquée de Decazeville,Cité du Baldy - 12300 DECAZEVILLE
1,Mosquée De Rodez,Avenue Bamberg - 12000 RODEZ
2,Mosquée de Millau,Rue de la Mère-de-Dieu - 12100 MILLAU
3,Mosquée,"31, avenue du Maréchal Joffre - 12000 RODEZ"
4,Mosquée,"11, rue Valadier - 12200 VILLEFRANCHE DE ROUERGUE"
5,Mosquée,Place Decazes - 12300 DECAZEVILLE
0,Mosquée du Mirail,Place Edouard Bouillère - 31000 TOULOUSE
1,Mosquée Rahma Faourette-Bagatelle Toulouse,"59, rue de la Faourette - 31000 TOULOUSE"
2,Mosquée de Muret,Rue de Marclan - 31600 MURET
3,Mosquée,2 ter Rue du Vivier - 31270 CUGNAUX
4,Mosquée des Izards,64 chemin des izards - 31200 TOULOUSE
5,Mosquée De Blagnac,18 rue des Orfèvres - 31700 BLAGNAC
6,Mosquée Tawbah,05 place du maréchal leclerc  - 31190 AUTERIVE
7,Salle de priére SAINT GEORGES,"39, Rue de la Colombette - 31000 TOULOUSE"
8,Salle de priére AMNT,14 BIS RUE SEVESO - 31150 FENOUILLET
9,Mosquée El Badr,2 Bd Lamasquère - 31600 MURET
10,Salle de prière El nour,5 rue de l'hirondelle - 31000 TOULOUSE
11,Mosquée Al ikhsane de Colomiers,7 Chemin de la Plaine - 31770 COLOMIERS
12,Mosquée Es-Salam,Impasse de Londres - 31100 TOULOUSE
13,Mosquée En Nour,Rue de Cannes - 31000 TOULOUSE
14,Mosquée,"4, rue Vincent Van Gogh - 31000 TOULOUSE"
15,Mosquée,"79, allée Charles de Fitte - 31000 TOULOUSE"
16,Mosquée,Cheminement Vincent d'Indy - 31000 TOULOUSE
17,Mosquée Abou-Bakr,"18, Cheminement Louis Auriacombe - 31000 TOULOUSE"
18,Mosquée DE,"71, avenue François Mitterand - 31800 SAINT GAUDENS"
19,Mosquée De Cazers,"2, chemoin de Devèze - 31220 CAZERES"
20,Mosquée De Beauzelle,"3, rue des Cigognes - 31700 BEAUZELLE"
21,Mosquée De Beauzelle ,3 Rue des Mésanges - 31700 BEAUZELLE
22,Mosquée El-Badr,Rue de l'Europe - 31600 SAUBENS
23,Grande Mosquée de Toulouse,22 Rue Jean Lebas - 31400 TOULOUSE
24,Association des Résidents du Foyer,Place des Papyrus - 31200 TOULOUSE
25,Salle de prière,Place de Levesville - 31100 TOULOUSE
26,Salle de prière A C Musulmane de Toulouse ,Cheminement Edgar Varèse - 31100 TOULOUSE
0,Mosquée D'Auch,64 rue Jeanne-d'Albret  - 32000 AUCH
1,Mosquée d'Auch,64 rue Jeanne d'Albret - 32000 AUCH
2,Mosquée,"2, Cité Canéron - 32300 MIRANDE"
3,Mosquée De Fleurance,"22, boulevard Dannez - 32500 FLEURANCE"
4,Mosquée De Fleurance,"27, rue Arnaud de Moles - 32500 FLEURANCE"
5,Mosquée D'Eauze,"12, rue Carbonas - 32800 EAUZE"
6,Mosquée de Condom,"12, rue des Ursulines - 32100 CONDOM"
7,Mosquée de Condom,"19, avenue Victor-Hugo, CONDOM - 32100 CONDOM"
8,Mosquée Salam,"place Patrice Brocas, Tour N AUCH - 32000 AUCH"
0,Mosquée EN-NOUR,Rue du Perie - 46000 CAHORS
1,Mosquée Es-sunna,saint valerie - 46000 CAHORS
2,Mosquée De Souillac,rue de Juillet - 46200 SOUILLAC
3,Mosquée,Impasse Tomfort - 46100 FIGEAC
4,Mosquée Et-Tawba,Rue Roucou - 46200 SOUILLAC
0,Mosquée Omar Ibn Al Khattab,13B Place Germain Claverie - 65000 TARBES
1,Mosquée El-Hijra,"2, avenue Antoine de Saint-Exupéry - 65000 TARBES"
2,Mosquée,"5, avenue Général Leclerc - 65100 LOURDES"
0,Mosquée Al Mohsinine,Rue François Couperin (Centre Commercial de Lameilhé) - 81100 CASTRES
1,Mosquée Nour El-Mouhammadi,2 bis / 14 ruerue Saint-Jean - 81300 GRAULHET
2,Mosquée Bilal,"2, Chemin de Fitelle - 81100 CASTRES"
3,La mosquée Lavaur,4 rue du port - 81500 LAVAUR
4,Mosquée Al-Oumma UFMA,75 Chemin Saint Antoine - 81160 SAINT JUERY
5,Mosquée El-Fath,rue du Jardin de Negrin - 81200 MAZAMET
6,Association Culturelle,"1, rue du Pont de Carrausse - 81290 LABRUGUIERE"
7,Mosquée,Avenue de Provence - 81300 GRAULHET
8,Mosquée," 77, avenue Charles De Gaulle - 81300 GRAULHET"
9,Mosquée,Av de Provence Bloc - 81300 GRAULHET
10,Mosquée,"13, Chemin de Balitrands - 81600 GAILLAC"
11,Mosquée El-Fath,"51, avenue de Rodez - 81400 CARMAUX"
12,Mosquée,"5, rue d'Austerlitz - 81100 CASTRES"
13,Mosquée,"19, avenue Charles Sabatier - 81200 AUSSILLON"
14,Mosquée En-Nour Mohammed,"193, avenue de Pélissier - 81000 ALBI"
0,Mosquée As-Salem,38 Avenue Chamier - 82000 MONTAUBAN
1,Mosquée El Houda,135 Chemin de barrouillet - 82370 LABASTIDE SAINT  PIERRE
2,Mosquée Imam Malik ,"22, Avenue du Maréchal Juin - 82100 CASTELSARRASIN"
3,Mosquée,"4, rue des Artisans - 82200 MOISSAC"
4,Mosquée De Montauban,"15, rue Léon de Maleville - 82000 MONTAUBAN"
5,Mosquée Valence D'Agen,"32-38, avenue Georges d'Esparbès - 82400 VALENCE"
6,Mosquée,"2, rue Louis d'Anjou - 82200 MOISSAC"
7,Mosquée De Moissac,"23, rue Tourneuve - 82200 MOISSAC"
8,Mosquée,"2, Rue Louis Blanc - 82000 MONTAUBAN"
9,Mosquée De Caussade,"15, rue Lavoisier - 82300 CAUSSADE"
0,Centre islamique de Roubaix,131 Rue d'Anzin - 59100 ROUBAIX
1,Mosquée Assalam,130 Rue Thiers - 59590 RAISMES
2,Mosquée Abou Bakr,"280, rue Jules Guesde - 59100 ROUBAIX"
3,Mosquée Abou bakr essedik,Rue Franklin - 59100 ROUBAIX
4,Mosquée Abou Dhar Al Ghifari,2 Rue de l'Industrie - 59140 DUNKERQUE
5,Mosquée BILAL,"245, rue de Lucien Moreau  - 59119 WAZIERS"
6,Salle de priére Al amal,9 rue Gagarine - 59139 WATTIGNIES
7,Mosquée Nour,141 Rue Raspail - 59430 SAINT-POL-SUR-MER
8,Mosquée d'Auby,21 rue de Blois - 59950 AUBY
9,Mosquée Abou Bakr Essedik,Place du Général Faidherbe - 59100 ROUBAIX
10,Mosquée de Valenciennes,7 Rue François Colliez - 59300 VALENCIENNES
11,Mosquée TAWBA,"17, rue Marceau Martin - 59128 FLERS EN ESCREBIEUX"
12,Mosquée,12 rue des Groseillers - 59920 QUIEVRECHAIN
13,Mosquée As-salam,51 rue turgot - 59620 AULNOYE AYMERIES
14,Institut Avicenne des Sciences Humaines,"4, Place Du Temple - 59000 LILLE"
15,Mosquée de Loos,36 rue Wastien - 59120 LOOS
16,Mosquée Sunnah,69 Rue du Kruys Bellaert - 59640 DUNKERQUE
17,Masjid Al Furqaan,250 rue du Faubourg de Roubaix - 59000 LILLE
18,Mosquée El Feth - Union des Muslmans de l'Avesnois,49 Rue Suzanne Lanoy-Blin - 59720 LOUVROIL
19,Mosquée Bilal,229 rue de l'Epeule - 59100 ROUBAIX
20,Mosquée Al Istissal,"42, rue Baudouin IX - 59650 VILLENEUVE D'ASCQ"
21,Mosquée EN-NOUR,1278 rue maurice Ravel - 59182 MONTIGNY EN OSTREVENT
22,Salle de prière,13/15 Rue de la Seine - 59000 LILLE
23,Mosquée As Saalam,98 Rue Jean Jaurès - 59160 LILLE
24,Mosquée de Wazemmes,8 Rue Jean du Solier - 59000 LILLE
25,Mosquée er Rahma,70 Rue Bernard Lazare - 59220 DENAIN
26,Mosquée de Marcq-en-Baroeul,"2, rue Georges-Bizet - 59700 MARCQ-EN-BAROEUL"
27,Mosquée Al-Wifaq ,1 Rue Voltaire - 59370 MONS-EN-BAROEUL
28,Mosquée Principale,452 Rue d'Hautmont-sous-le Bois - 59000 MAUBEUGE
29,Grande mosquée Al Imaan de Lille,59 Rue de Marquillies - 59000 LILLE
30,Mosquée de l'Union,108 avenue du Maréchal Leclerc - 59450 SIN-LE-NOBLE
31,Mosquée ES-SALAM,"94, rue de la Croix Rouge - 59200 TOURCOING"
32,Mosquée ES-Sounna,"46, Rue Carnot - 59187 DECHY"
33,Mosquée Bilal,"254, rue de Lucien Moreau - 59119 WAZIERS"
34,Mosquée En-Nour,"46, rue de Beauvais - 59176 MASNY"
35,Mosquée 4 cantons,avenue Paul Langevin - 59650 VILLENEUVE D'ASCQ
36,Mosquée el-islam,2 Rue Robert Fuge - 59192 BEUVRAGES
37,Mosquée Rahma,Avenue Saint Omer - 59190 HAZEBROUCK
38,Mosquée Al Mohssinine,29 Rue Camille Desmoulins - 59124 ESCAUDAIN
39,Mosquée DAWA,12 rue archimede - 59100 ROUBAIX
40,Mosquée Al Qods,33 Rue Jules Mousseron - 59220 DENAIN
41,Mosquée d'Arenberg,"37, rue de la Petite Drève - 59135 WALLERS"
42,Mosquée de Wallers,"5, Cité Aremberg - 59135 WALLERS"
43,Mosquée De Valenciennes,rue du Général Mangui - 59300 VALENCIENNES
44,Mosquée De Valenciennes,Résidence Ile de France - 59300 VALENCIENNES
45,Ligue Française De La Femme Musulmane C/O Khomsi,"42, rue des Merisiers - 59650 VILLENEUVE D'ASCQ"
46,Centre Culturel et Mosquée de Tourcoing B.P,"8, rue des Martyrs - 59200 TOURCOING"
47,Mosquée SALMAN-EL-FARISSI,"32, rue du Bus - 59200 TOURCOING"
48,CENTRE ISLAMIQUE MOHAMED HAMIDOULLAH,"2 ter, rue de Tunis - 59100 ROUBAIX"
49,Mosquée,"261, rue de la République - 59430 SAINT POL SUR MER"
50,Mosquée ER-RAHMA,"3, rue de Croix - 59100 ROUBAIX"
51,Mosquée De Roubaix,"16, rue de Mons - 59100 ROUBAIX"
52,Mosquée Bilal,"24 C, rue de Wasquehal - 59100 ROUBAIX"
53,Mosquée,"90, rue Daubenton - 59100 ROUBAIX"
54,Mosquée Khalid Ibn Walid,"606, rue Florent Evrard - 59162 OSTRICOURT"
55,Mosquée,"149, Impasse Entre Les Bois - 59162 OSTRICOURT"
56,Mosquée,"49, rue de Douzies - 59600 MAUBEUGE"
57,Mosquée,"11, carnot des Présidents - 59600 MAUBEUGE"
58,Mosquée Sunna,"17, rue des Sars - 59600 MAUBEUGE"
59,Mosquée El-Mominine,rue de Pont de Pierre - 59600 MAUBEUGE
60,Mosquée EN-NOUR,"231, rue de la Mitterie - 59160 LOMME"
61,Mosquée,"4/26, rue des CatichesLille - 59000 LILLE"
62,Mosquée,"104, Cité Carquetelles - 59000 LILLE"
63,Mosquée AL-Houda,"2, rue Pierre Loti - 59000 LILLE"
64,Mosquée El-Fath,20 rue du Docteur Yersin - 59000 LILLE
65,Mosquée El-Houda,"386, rue de l'Arbrisseau - 59000 LILLE"
66,Mosquée Et-Taqwa,20 rue de Lannoy - 59000 LILLE
67,Mosquée,"8, rue de l' hotellerie - 59920 QUIEVRECHAIN"
68,Mosquée,"12, rue des Groseillers - 59920 QUIEVRECHAIN"
69,Mosquée EL-WAHDA,"387, rue Faidherbe - 59460 JEUMONT"
70,Mosquée El-Fath,"225, avenue Laennec - 59510 HEM"
71,Mosquée Es-Salam,"22, avenue Kalisz Poitou, Bât. A - 59330 HAUTMONT"
72,Mosquée D'Hautmont,"167, rue de Hautmont - 59330 HAUTMONT"
73,Mosquée D'Hautmont,"80, rue de Boussières HAUTMONT - 59330 HAUTMONT"
74,Mosquée,"15, rue de la Pannerie - 59250 HALLUIN"
75,Mosquée De Fresnes,"1, square du 19 Mars - 59970 FRESNES SUR ESCAUT"
76,Mosquée,"72, rue de l'Escault - 59970 FRESNES SUR ESCAUT"
77,Mosquée ER-RAHMA,"51, rue Léon Gambetta - 59560 COMINES"
78,Mosquée EL-ANSAR,"77, rue des Resistants - 59280 ARMENTIERES"
79,Mosquée EN-NOUR,"41, rue Saint-Vaast - 59400 CAMBRAI"
80,Mosquée Tawhid,193 rue de la Lys - 59250  HALLUIN 
81,Mosquée Salam,Rue Voltaire - 59760 GRANDE-SYNTHE
82,Mosquée Omar Farouq,46 Rue Caumartin - 59140 DUNKERQUE
83,Mosquée Fath,Rue de Calais - 59140 DUNKERQUE
84,Mosquée Salam,Rue Racine - 59760 GRANDE-SYNTHE
85,Mosquée de Fresnes-sur-Escaut,Rue de l'Escaut - 59970 FRESNES-SUR-ESCAUT
86,Mosquée de Quiévrechain,Rue des Groseilliers - 59920 QUIÉVRECHAIN
87,Mosquée Tawba,Rue Offenbach - 59650 VILLENEUVE-D'ASCQ
88,Association Contemporaine Sociale et Cultuelle des Turcs ,3440 Avenue de Petite-Synthe - 59640 DUNKERQUE
89,Salle de prière,Rue du Maréchal Foch - 59430 SAINT-POL-SUR-MER
90,Salle de prière Foyer A.P.E,Rue du Nord  - 59410 ANZIN
91,Mosquée Escaupont,Rue Jean Jaurès - 59278 ESCAUTPONT
92,Mosquée d'Haveluy,8 Rue Ferdinand Decarpentry - 59255 HAVELUY
93,Mosquée de Saint Armand,15 Rue du 18 Juin 1940 - 59230 SAINT-AMAND-LES-EAUX
94,Mosquée Lis au Nom de ton Seigneur ,59 Rue du Clinquet - 59200 TOURCOING
95,Mosquée,8 Route de Bernissart - 59163 CONDÉ-SUR-L'ESCAUT
96,Mosquée,174 Rue du Gras Boeuf - 59163 CONDÉ-SUR-L'ESCAUT
97,Mosquée de Wattrelos,Rue de Stalingrad - 59150 WATTRELOS
98,Salle de prière,Rue de la Batellerie - 59140 DUNKERQUE
99,Mosquée Sunna,16 Rue Saint-Maurice - 59100 ROUBAIX
100,Mosquée Assounnah,369 Rue Kruys Bellaert - 59000 DUNKERQUE
101,Mosquée Ibn Tymiyya,Rue du Clinquet  - 59000 TOURCOING
102,Salle de prière foyer F.N.A,Rue Magenta  - 59000 TOURCOING
103,Salle de prière foyer,110 Rue Jules Brame - 59000 ROUBAIX
104,Salle de prière Iéna,40 Rue d'Iéna - 59000 LILLE
105,Masjid Al Badr,Rue d'Arras - 59000 LILLE
106,Mosquée Paul Lafargue,46 Rue Paul Lafargue - 59000 LILLE
107,Masjid Al Houda,Rue Paul Bourget - 59000 LILLE
108,Salle de prière,Rue Greveaux  - 59000 MAUBEUGE
0,Mosquée de Carvin,"10, rue Batna - 62220 CARVIN"
1,La Grande Mosquée d'Arras,8 Rue Matisse - 62000 ARRAS
2,Mosquée Omar,2 rue Henri Martin - 62800 LIEVIN
3,Mosquée el Fatha Arras,6 rue Ampère - 62000 ARRAS
4,Salle de prière,Rue Chemin Vert  - 62200 BOULOGNE-SUR-MER
5,Mosquée ER-RAHMA,"53/55, rue du Chemin de Fer - 62680 MERICOURT"
6,Mosquée de Boulogne,14 Route de Calais - 62200 BOULOGNE-SUR-MER
7,Mosquée De Wingles,Z.A.L du Prouets - 62410 WINGLES
8,Mosquée,"5, rue de l'Abbaye - 62500 SAINT OMER"
9,Mosquée BILAL,"214, rue Château Thierry - 62430 SALLAUMINES"
10,Mosquée,"114, route de Calais - 62280 SAINT MARTIN BOULOGNE"
11,Union de la C.A.du Nord,"110, rue du 10 Mars - 62430 SALLAUMINES"
12,Mosquée,"289, avenue de St-Exupery - 62730 MARCK"
13,Mosquée,"1, rue les Cailles - 62219 LONGUENESSE"
14,Mosquée,rue du Chemin Vert - 62820 LIBERCOURT
15,Mosquée EL-ISLAH,Chemin Haute Voie - 62820 LIBERCOURT
16,Mosquée EN-NASR,"366, rue d'Harnes - 62110 HENIN BEAUMONT"
17,Mosquée EN-NOUR,"115, rue Stalingrad - 62440 HARNES"
18,Mosquée,"15 bis, rue J. J. Rousseau - 62740 FOUQUIERES LES LENS"
19,Mosquée,"21, rue Emile Zola - 62141 EVIN MALMAISON"
20,Mosquée ER-RAHMA,"23, rue Blanche Dupont - 62880 ESTEVELLES"
21,Salle de prière,"102, Rue Malvidano Godault - 62970 COURCELLES LES LENS"
22,Mosquée,"286, avenue Antoine de saint-Exupéry - 62100 CALAIS"
23,Mosquée ET-TAWBA,"26, rue Murillo - 62100 CALAIS"
24,Mosquée Al Fath,rue Victor Hugo - 62210 AVION
25,Mosquée Oignies,Rue de Madagascar - 62590 OIGNIES
26,Salle de prière Parc Richlieu,Rue Richelieu - 62100 CALAIS
27,Salle de prière,102 Rue de Malfidano - 62950 NOYELLES-GODAULT
28,ACCML,136 Rue Jules Guesde - 62800 LIÉVIN
29,Mosquée Méricourt,Impasse Pierre Simon - 62680 MÉRICOURT
30,Mosquée,62 Rue Emile Basly - 62590 OIGNIES
31,Mosquée,Rue d'Yvetot - 62430 SALLAUMINES
32,Mosquée de Lens,Rue Mansart - 62300 LENS
33,Mosquée d'Avion,Rue des déportés  - 62210 AVION
34,Mosquée El Salam,Rue Emile Gugelot - 62210 AVION
35,Mosquée Badr,Rue Paul Eluard - 62210 AVION
36,Salle de prière,22 Rue Henri Martin - 62143 LIEVIN
37,Centre de L'Association des Musulmans D'Arras,42 Rue Traversière - 62000 ARRAS
0,Mosquée de Saint Nazaire,7 Passage Paul Perrin - 44600 SAINT-NAZAIRE
1,Mosquée Osmanli,21 bis boulevard bâtonnier Cholet - 44100 NANTES
2,Mosquée De Châteaubriant,"18, rue César Franck - 44110 CHATEAUBRIANT"
3,Mosquée As Salam,Boulevard de Seattle - 44000 NANTES
4,Mosquée Mevlana,38 Rue du Jamet - 44100 NANTES
5,Mosquée Arrahma,3 boulevard René cassin - 44000 NANTES
6,Mosquée an-Ni'ma,49 rue Alsace-Lorraine - 44400 REZÉ
7,Mosquée,"30, rue Alfred-Nobel - 44000 NANTES"
8,Mosquée,"3, rue Eugène Thomas - 44000 NANTES"
9,Mosquée,"105, rue des Renards - 44000 NANTES"
10,Mosquée,"28, Boulevard Prairie Au Duc - 44000 NANTES"
11,Mosquée FATHI,"117, rue Joncourt - 44000 NANTES"
12,Mosquée,"7, Rue Sthendal Boissière - 44000 NANTES"
13,Mosquée du sillon de Bretagne,39 Avenue de l'Angevinière - 44800 SAINT-HERBLAIN
14,Salle de prière,3 Impasse Marie Noël - 44800 SAINT-HERBLAIN
15,Salle de prière,2 Rue du Pré Hervé - 44300 NANTES
16,Salle de prière,Boulevard Pasteur - 44150 ANCENIS
17,Mosquée Mohammed Akhif,13 Rue Gutenberg - 44110 CHÂTEAUBRIANT
18,Mosquée Association musulman de Bonnes Œuvres,259 Bd Côté d'Amour  - 44000 SAINT NAZAIRE
